spec_id,hyptan_modellm,tidied_sa,empty,D_sass,C_sass,D_error,C_error,D_sa_fs,C_sa_fs,data,k2,aelm,tidied_ae,seam,vintage,A_ae_fs,B_ae_fs,A_error,B_error,ct_mm,use_fs,use_fs_lo,use_fs_hi,t_20,t_20_error_dist,t_20_lo,t_20_hi,t_20_lo_dist,t_20_hi_dist,n
13247_119B_1948__Base_,,,FALSE,51.80902602731905,-22.11125585495402,NA,NA,60.80902602731905,-20.11125585495402,,,,,,1940,153.29802599903707,23.591718825228618,NA,NA,6.7,176.88974482426568,NA,NA,174.44172594573922,NA,NA,NA,NA,NA,2
13262_118A_1939__Base_,,,FALSE,136.666097171385,-418.70127498740527,NA,NA,150.666097171385,-412.70127498740527,,,,,,1930,58.000000000000036,-147.0000000000002,NA,NA,5,-89.00000000000017,NA,NA,43.981413841307486,NA,NA,NA,NA,NA,2
13273_0401-01_1966__Base_Transverse,,,FALSE,67.91300295251101,34.960276197257684,21.12313320151352,26.996883115976022,76.0948211343292,36.778458015439504,,,,,,1960,19.36708860759494,11.29746835443038,11.798069766380742,18.287395317858046,7,30.664556962025323,0.579091877786535,60.75002204626411,78.1552389503202,35,57.03210574880667,99.27837215183372,43.1552389503202,113.1552389503202,6
13276_1815-02_1929__Base_Transverse,,,FALSE,177.5380713449879,11.039292466559905,11.233942924335341,7.89078551897926,191.5380713449879,17.039292466559907,,,,,,1920,46.29060806684568,38.54529240134543,6.821205536421047,9.00368900750624,5,84.83590046819111,69.01100592426383,100.6607950121184,179.91607207954593,35,168.6821291552106,191.15001500388126,144.91607207954593,214.91607207954593,19
13287_300A_1950__Base_Transverse,,,FALSE,3.213506330962106,22.810627725216087,5.13967085372185,3.7894115606859446,12.213506330962106,24.810627725216087,,,,,,1950,17.173852104436808,12.868314279058819,0.4982397978219613,0.6678749422703276,6.7,30.042166383495626,28.876051643403336,31.208281123587916,17.662433192138337,35,12.522762338416488,22.802104045860187,-17.337566807861663,52.66243319213834,20
13288_1815-02_1929__Base_Transverse,,,FALSE,127.4047554094734,55.222836091050624,2.1857237995476435e-14,1.3894185497154308e-14,141.4047554094734,61.222836091050624,,,,,,1920,-6.015384615384597,-11.307692307692289,2.3629310165363923e-15,2.5891428525410302e-15,5,-17.323076923076886,-17.323076923076894,-17.32307692307688,0.5505842122398121,35,0.5505842122397903,0.550584212239834,-34.44941578776019,35.55058421223981,4
13290_136_1945__Base_Transverse,,,FALSE,39.401016519813204,1.6701489357869477,7.357222766158215,6.112793648450678,58.106898872754385,14.728972465198712,,,,,,1940,30.62866568914958,39.06708211143694,2.416607772835439,3.622837533449295,4,69.69574780058652,63.65630249430179,75.73519310687125,54.09970622317955,35,46.742483457021336,61.45692898933777,19.099706223179552,89.09970622317955,6
13291_142N_1947__Base_Transverse,,,FALSE,75.01760041238566,38.578652870722244,23.8430038105783,26.721371459894538,75.01760041238566,38.578652870722244,,,,,,1940,19.46363636363635,18.26363636363634,3.5736900160168443,5.0740772885893675,10,37.72727272727269,29.079505422666475,46.3750400318789,76.15057229858411,35,52.30756848800581,99.9935761091624,41.15057229858411,111.15057229858411,6
13294_1615-07_1973__Base_Transverse,,,FALSE,26.851802716607583,9.029505944327743,9.899233841054375,5.892151403895604,40.85180271660758,15.029505944327743,,,,,,1970,53.65900019007795,37.6091997719065,10.796787747182833,12.423153854715022,5,91.26819996198445,68.04825836008659,114.48814156388231,27.400887873830513,35,17.501654032776138,37.30012171488489,-7.599112126169487,62.40088787383051,6
13307_314_1957__Base_Transverse,,,FALSE,19.788666900051297,29.49050499901971,8.830648434915854,11.648743737495435,38.49454925299247,42.549328528431474,,,,,,1950,17.096577017114935,1.3777506112469189,1.8131607989977012,2.949232995743117,4,18.474327628361856,13.711933833621039,23.236721423102672,128.16150156446173,35,119.33085312954587,136.99214999937757,93.16150156446173,163.16150156446173,6
13315_119B_1950__Base_Transverse,,,FALSE,106.18056384883246,54.33289639511128,32.745251196363256,27.166448197555617,111.90783657610518,55.60562366783855,,,,,,1950,32.43670886075955,27.136075949367154,12.158088234492528,14.63377718861815,7.9,59.572784810126706,32.78091938701603,86.36465023323738,86.42327669101994,35,53.67802549465668,119.16852788738319,51.423276691019936,121.42327669101994,6
13316_1501-01_1949__Base_Longitudinal,,,FALSE,33.42366304696946,4.844148845079768,8.579095618178899,4.844148845079776,47.42366304696946,10.844148845079769,,,,,,1940,36.931147540983666,73.25901639344258,5.1089247992252425,5.78360655737705,5,110.19016393442624,99.29763257782395,121.08269529102853,44.9174338742165,35,36.3383382560376,53.496529492395396,9.9174338742165,79.9174338742165,6
13318_132_1948__Base_Transverse,,,FALSE,43.941990714741884,65.96478257761768,4.504171356638169,53.28300491835644,52.941990714741884,67.96478257761768,,,,,,1940,14.713617268349333,0.8367772123364957,1.180334284261655,14.096654002127574,6.7,15.55039448068583,0.2734061942966015,30.827382767075058,482.3129722397846,35,477.80880088314643,486.81714359642274,447.3129722397846,517.3129722397846,6
13326_147_1947__Base_Transverse,,,FALSE,16.617036459707897,-26.600573842306325,6.655533225323026,6.899931590142384,23.435218277889717,-25.08542232715481,,,,,,1940,15.878406708595392,7.190775681341716,1.2875736146182846,1.8144917503147366,7.5,23.069182389937108,19.967117025004086,26.17124775487013,9.056810028564257,35,2.401276803241231,15.712343253887283,-25.943189971435743,44.05681002856426,6
13327_142N_1974__Base_Transverse,,,FALSE,40.45693441610952,0.9059100953927284,3.0798551437707293,2.0687074442149336,54.45693441610952,6.905910095392729,,,,,,1970,23.77325813840821,25.463046147044025,1.0052176598715743,1.2450519031345897,5,49.236304285452235,46.98603472244607,51.4865738484584,53.43357761425331,35,50.35372247048258,56.51343275802404,18.43357761425331,88.43357761425331,12
13335_187_1952__Base_Transverse,,,FALSE,140.21354006055643,102.93029133110036,56.163099122219414,58.16209518785546,158.9194224134976,115.98911486051213,,,,,,1950,4.999999999999993,-1.1221432896002993e-14,2.3158280536110635e-14,3.107074075668963e-14,4,4.999999999999981,4.999999999999927,5.0000000000000355,-155045860812249800,56.163099122219414,-155045860812249860,-155045860812249730,-155045860812249860,-155045860812249730,6
13349_021D_1964__Base_Transverse,,,FALSE,43.20949605938966,1.3629381744246714,7.369111359444353,4.1968043268375315,52.20949605938966,3.3629381744246714,,,,,,1960,23.238857974933712,15.569712413542062,3.870939912827742,4.4645110980326,6.7,38.80857038847577,30.47311937761543,47.14402139933612,51.509927638590135,35,44.14081627914578,58.87903899803449,16.509927638590135,86.50992763859014,12
13352_215_1972__Base_Transverse,,,FALSE,39.21503980166035,1.2756740225225514,3.9704831162411804,2.488723124671561,53.21503980166035,7.275674022522551,,,,,,1970,24.54283196462074,6.17298220763704,0.9849018280951771,1.1989877936521118,5,30.71581417225778,28.531924550510492,32.89970379400506,47.86071292983088,35,43.8902298135897,51.831196046072066,12.860712929830882,82.86071292983088,24
13357_191-1_1973__Base_Transverse,,,FALSE,59.231733973088836,20.984849604961617,1.9426183587072863,2.0119834832228025,61.95900670036156,21.590910211022223,,,,,,1970,21.32436472346785,3.808669656203264,8.895471643166342,13.108498575529726,9,25.133034379671113,3.1290641609750445,47.137004598367184,54.45133541034366,35,52.508717051636374,56.393953769050945,19.45133541034366,89.45133541034366,6
13397_132_1944__Base_Transverse,,,FALSE,8.540314898562256,49.07048819459407,22.32638887679147,33.30426119553876,17.628550192679903,51.14107642988819,,,,,,1940,-2.396849297693881,53.942117878154185,8.849753005542095,15.272664492178086,6.67,51.5452685804603,27.422851082740117,75.66768607818048,38.86240282540942,35,16.53601394861795,61.18879170220089,3.8624028254094185,73.86240282540942,6
13420_105N_1989__Base_Transverse,,,FALSE,14.15789758548537,38.33642217102917,11.089750045733842,15.321818735912597,20.97607940366719,39.851573686180686,,,,,,1980,39.47741147741156,95.12820512820491,3.8542984099450797,6.39807389381624,7.5,134.60561660561646,124.35324430185514,144.85798890937778,12.81650677573806,35,1.7267567300042188,23.906256821471903,-22.183493224261937,47.81650677573806,6
13418_132_1959__Base_Transverse,,,FALSE,138.44430421839098,106.58516591476929,20.687303861144937,22.546477945804227,145.2624860365728,108.1003174299208,,,,,,1950,30.873563218390803,23.09195402298849,9.917274084855453,13.735486701485186,7.5,53.96551724137929,30.312756455038652,77.61827802771992,94.36009664448463,35,73.67279278333969,115.04740050562957,59.36009664448463,129.36009664448463,6
13432_153_2005__Base_Transverse,,,FALSE,56.52470806287318,32.856182592423366,9.579856216924684,18.95432716677439,59.25198079014591,33.462243198483975,,,,,,2000,15.995188101487322,6.859142607174109,2.4044119070944587,5.3589730904148185,9,22.85433070866143,15.090945711152152,30.617715706170706,78.78940658619948,35,69.2095503692748,88.36926280312416,43.789406586199476,113.78940658619948,6
13482_131_2003__Base_Transverse,,,FALSE,17.02922794611952,80.58256411161692,5.360221611292629e-15,1.6869610161740204e-14,17.02922794611952,80.58256411161692,,,,,,2000,9.000000000000004,16.333333333333325,4.319979423819313,14.239069882232872,10,25.33333333333333,6.774284027281144,43.89238263938552,71.29911806210643,35,71.29911806210643,71.29911806210643,36.29911806210643,106.29911806210643,6
13490_300A_1950__Base_Transverse,,,FALSE,36.96908095209255,5.0288148231178065,7.194690306598472,7.241473802180407,42.423626406638,6.240936035239018,,,,,,1950,18.577088873638157,16.094085099082093,1.624472774198928,2.442757412083677,8,34.671173972720254,30.60394378643765,38.73840415900286,42.975400382529344,35,35.78071007593087,50.17009068912782,7.975400382529344,77.97540038252934,6
13517_300B_1953__Base_Transverse,,,FALSE,76.79984958910555,67.4600665923612,19.985156744100216,37.132622951553245,76.79984958910555,67.4600665923612,,,,,,1950,19.736363636363638,11.359090909090911,2.9413459525184504,6.024453654800812,10,31.09545454545455,22.12965493813529,40.06125415277381,78.36554941397827,35,58.380392669878056,98.35070615807848,43.36554941397827,113.36554941397827,6
13518_300B_1950__Base_Transverse,,,FALSE,73.08753084282895,56.96173385979117,20.566653410171284,35.96873046245047,73.08753084282895,56.96173385979117,,,,,,1950,30.574117647058877,18.562352941176545,8.314955176353939,16.251870438000793,10,49.136470588235426,24.569644973880692,73.70329620259017,40.63905423414575,35,20.07240082397447,61.20570764431704,5.639054234145753,75.63905423414576,6
13524_153_1957__Base_Transverse,,,FALSE,42.223826912366924,11.213692953577617,6.3048492324783805,19.987414653589973,49.042008730548744,12.728844468729132,,,,,,1950,17.85901178505784,-2.8714455616823464,2.090125500998548,6.900975498474809,7.5,14.987566223375495,5.996465223902138,23.97866722284885,39.551212052720054,35,33.24636282024167,45.856061285198436,4.551212052720054,74.55121205272005,4
13525_300B_1957__Base_Transverse,,,FALSE,89.21628372300806,94.81312768716795,9.514858410747859,18.43327323602856,89.21628372300806,94.81312768716795,,,,,,1950,18.86823529411766,8.301176470588256,2.73222826284277,5.7980447724548485,10,27.169411764705917,18.639138729408298,35.69968480000354,102.14290345586723,35,92.62804504511936,111.65776186661509,67.14290345586723,137.1429034558672,6
13532_300A/300B_1953__Base_Transverse,,,FALSE,109.52882129479971,60.452516202135044,2.008031106354459e-14,1.756297714224767e-14,112.25609402207245,61.05857680819565,,,,,,1950,19.33333333333343,10.888888888889001,19.00010829512132,23.5226884608878,9,30.222222222222435,-12.300574533786683,72.74501897823154,115.99437423481852,35,115.99437423481851,115.99437423481854,80.99437423481852,150.9943742348185,6
13535_210B_1954__Base_Transverse,,,FALSE,44.90249255046282,5.997030704957686,5.974206808053682,8.132834129277434,66.90249255046282,23.997030704957687,,,,,,1950,33.81818181818185,23.757575757575783,0.5424157778245944,0.9391006384742487,3.3,57.575757575757635,56.09424115945879,59.05727399205648,52.945035915946605,35,46.970829107892925,58.919242724000284,17.945035915946605,87.9450359159466,12
13536_300B_1950__Base_Transverse,,,FALSE,51.059963812652775,51.93101538078005,6.85282049704741,32.84405796170022,57.878145630834595,53.44616689593157,,,,,,1950,21.946666666666665,30.053333333333313,1.4079393926349701,6.86466508044395,7.5,51.99999999999998,43.72739552692106,60.2726044730789,54.41623774848943,35,47.56341725144202,61.26905824553684,19.41623774848943,89.41623774848944,12
13556_1815-02_1929__Base_Transverse,,,FALSE,60.63289114296598,11.605915996736417,14.270241205769423,8.152665080101334,74.63289114296597,17.605915996736417,,,,,,1920,-2.235294117647077,-7.205882352941195,5.097662127833723,5.581652469534224,5,-9.441176470588273,-20.12049106795622,1.238138126779674,20.306064638750847,35,6.035823432981424,34.57630584452027,-14.693935361249153,55.30606463875085,6
13560_300A_1957__Base_Transverse,,,FALSE,42.387748986703315,16.349891237382973,3.525672204326913,9.624297663533689,42.387748986703315,16.349891237382973,,,,,,1950,24.93944562899787,17.008955223880598,0.8621019386316827,2.5519926563678617,10,41.948400852878464,38.534306257878924,45.362495447878004,37.63969728428625,35,34.11402507995933,41.165369488613166,2.6396972842862496,72.63969728428626,6
13561_105C_1954__Base_Transverse,,,FALSE,73.51513437176087,28.301420109814213,18.277129001680315,15.641151862722047,80.33331618994268,29.81657162496573,,,,,,1950,37.489489489489486,33.54954954954953,1.5783116435675002,1.9521275042331867,7.5,71.03903903903901,67.50859989123832,74.5694781868397,64.78984025512345,35,46.512711253443136,83.06696925680376,29.78984025512345,99.78984025512345,6
13567_021F_1960__Base_Transverse,,,FALSE,69.21044832965869,35.63150576728441,5.9525247511958375,7.209733195089941,77.39226651147688,37.44968758546623,,,,,,1960,19.14709279938391,11.69811320754717,4.576704565549777,7.011503287832554,7,30.84520600693108,19.25699815354875,42.43341386031341,80.12271608362326,35,74.17019133242742,86.0752408348191,45.12271608362326,115.12271608362326,6
13582_138_1985__Base_Transverse,,,FALSE,106.18056384883246,54.33289639511128,32.745251196363256,27.166448197555617,108.9078365761052,54.938957001171886,,,,,,1980,18.75000000000002,17.01388888888891,8.120250273616739,9.77373505834594,9,35.76388888888893,17.869903556926246,53.65787422085161,112.9441681108851,35,80.19891691452185,145.68941930724836,77.9441681108851,147.9441681108851,6
13583_132_1948__Base_Transverse,,,FALSE,91.73033786211292,55.951733221640374,50.889755153705714,55.95173322164026,97.18488331665837,57.163854433761585,,,,,,1940,29.550000000000026,26.95000000000003,9.999421858287626,13.91332544721069,8,56.50000000000006,32.58725269450174,80.41274730549839,76.92830410172613,50.889755153705714,26.038548948020413,127.81805925543185,26.038548948020413,127.81805925543185,6
13659_SP4Z_1955__Base_Transverse,,,FALSE,42.19703394389718,1.7670164038548293,21.143535859651756,30.496816528735806,47.651579398442635,2.9791376159760414,,,,,,1950,19.339285714285715,-0.7777777777777842,4.516272046629682,7.64230984005217,8,18.56150793650793,6.402926049826077,30.72008982318978,45.12083239303444,35,23.977296533382685,66.2643682526862,10.12083239303444,80.12083239303445,6
13666_132_1971__Base_Transverse,,,FALSE,73.63778140312554,25.203047395493368,21.122786936009973,16.08016299342647,73.63778140312554,25.203047395493368,,,,,,1970,21.87500000000005,18.37500000000005,6.54432968363184,7.680907873821259,10,40.2500000000001,26.024762442546997,54.475237557453205,71.0660418729731,35,49.94325493696313,92.18882880898308,36.0660418729731,106.0660418729731,6
13678_300B_1953__Base_Transverse,,,FALSE,68.75373914343884,37.02356901774352,17.013729184161576,22.22275750055577,75.57192096162065,38.538720532895034,,,,,,1950,37.226666666666674,34.62666666666666,5.630614728626207,8.892296291359937,7.5,71.85333333333332,57.33042231334717,86.37624435331948,56.399018794312056,35,39.38528961015048,73.41274797847363,21.399018794312056,91.39901879431206,6
13679_300B_1953__Base_Transverse,,,FALSE,73.24094002295429,35.78776551220274,45.79253680598485,50.6115433543853,73.24094002295429,35.78776551220274,,,,,,1950,18.000000000000043,8.166666666666712,20.760623117388,29.017535407251874,10,26.166666666666757,-23.611491857973117,75.94482519130663,82.00529076063636,45.79253680598485,36.212753954651504,127.79782756662121,36.212753954651504,127.79782756662121,6
13738_0611-01_1956__Base_Transverse,,,FALSE,15.544632400986231,-79.4991769442269,NA,NA,29.54463240098623,-73.4991769442269,,,,,,1950,8.000000000000002,-39.199999999999996,NA,NA,5,-31.199999999999996,NA,NA,52.04438044513732,NA,NA,NA,NA,NA,2
13843_LMS-18D_1980__Base_Longitudinal,,,FALSE,67.9740879962288,64.73974620472619,14.400143506651288,33.67290831241308,76.15590617804699,66.557928022908,,,,,,1980,31.02715466351832,33.66942148760333,3.9855777488809943,9.963857916778618,7,64.69657615112165,50.74714048546204,78.64601181678127,54.3573562189348,35,39.95721271228351,68.75749972558609,19.357356218934797,89.3573562189348,6
13847_301F_2014__Base_Transverse,,,FALSE,42.33749304543232,5.678701259802493,2.840849225222101,4.456702906471035,56.33749304543232,11.678701259802493,,,,,,2010,32.66452442159383,31.08404192208819,1.435963307522307,2.7878519495919836,5,63.74856634368202,59.52475108656773,67.97238160079631,51.57925736655921,35,48.73840814133711,54.42010659178131,16.57925736655921,86.5792573665592,12
13851_132_1944__Base_Transverse,,,FALSE,81.90796209755338,41.1626363026076,21.635840895367767,21.523158749673037,90.08978027937157,42.98081812078942,,,,,,1940,31.82112505058686,27.762039660056715,4.96393095475707,6.579865164943884,7,59.58316471064357,48.03936859094262,71.12696083034453,71.7884727384348,35,50.15263184306704,93.42431363380257,36.788472738434805,106.7884727384348,6
13937_0126-01_1965__Base_Transverse,,,FALSE,68.34601300543717,52.103385272122345,14.763343498462328,27.433454094222764,75.16419482361898,53.61853678727386,,,,,,1960,21.093812375249485,13.497005988023904,5.028028103471221,10.383399865600529,7.5,34.590818363273385,19.179390394201633,50.00224633234514,70.81888897336377,35,56.05554547490144,85.5822324718261,35.81888897336377,105.81888897336377,6
13938_0126-01_1965__Base_Transverse,,,FALSE,51.892488095898536,15.51786297874863,32.60581457957963,46.01934205723488,58.710669914080356,17.033014493900144,,,,,,1960,34.654205607476705,35.41433021806864,6.772674512997483,11.192334407618004,7.5,70.06853582554535,52.103526904929865,88.03354474616084,51.66252598556994,35,19.056711405990313,84.26834056514957,16.662525985569943,86.66252598556994,6
13940_0126-01_1965__Base_Transverse,,,FALSE,60.76046840500074,12.496425628726946,10.746136330075451,6.479699081170354,67.57865022318256,14.011577143878462,,,,,,1960,17.18157181571813,10.092140921409184,8.58920420069278,9.649097063465174,7.5,27.273712737127312,9.035411472969358,45.512014001285266,71.49165780364277,35,60.745521473567315,82.23779413371821,36.49165780364277,106.49165780364277,6
13941_0126-01_1965__Base_Transverse,,,FALSE,21.639944919385346,-25.941473504415598,14.953141853893316,19.399308556334503,28.458126737567163,-24.426321989264082,,,,,,1960,3.7935943060498594,-17.205219454329708,13.42401052382147,21.32612777533692,7.5,-13.411625148279848,-48.16176344743824,21.338513150878544,51.46642865547439,35,36.513286801581074,66.4195705093677,16.466428655474388,86.46642865547439,6
13946_300A_1954__Base_Transverse,,,FALSE,66.85046383423338,53.44886711135005,18.16162220369742,36.78902125872395,72.30500928877883,54.66098832347126,,,,,,1950,33.22422680412374,38.3286082474227,6.1667584128285515,13.648380699343441,8,71.55283505154644,51.73769593937444,91.36797416371843,53.4457461957666,35,35.28412399206918,71.60736839946402,18.445746195766603,88.4457461957666,6
13948_300B_1950__Base_Transverse,,,FALSE,75.40311273289758,53.07294413235155,32.428193625187554,49.65021785939223,75.40311273289758,53.07294413235155,,,,,,1950,19.37104072398188,8.868778280542948,5.698254740020383,9.992145929827059,10,28.23981900452483,12.549418334677386,43.930219674372275,79.16695928105938,35,46.73876565587182,111.59515290624694,44.16695928105938,114.16695928105938,6
13964_0613-01_1943__Base_Transverse,,,FALSE,29.36173361577343,-19.596139100969705,14.173176050127223,22.826053268892466,51.36173361577343,-1.5961391009697046,,,,,,1940,8.745843528452214,0.30742204655246114,2.3373233597952026,4.358459734356807,3.3,9.053265575004675,2.3574824808526644,15.749048669156686,-7.069987186668335,35,-21.24316323679556,7.103188863458888,-42.069987186668335,27.930012813331665,6
14021_153_2005__Base_Transverse,,,FALSE,56.52470806287318,32.856182592423366,9.579856216924684,18.95432716677439,59.25198079014591,33.462243198483975,,,,,,2000,15.995188101487322,6.859142607174109,2.4044119070944587,5.3589730904148185,9,22.85433070866143,15.090945711152152,30.617715706170706,78.78940658619948,35,69.2095503692748,88.36926280312416,43.789406586199476,113.78940658619948,6
14022_300A_1950__Base_Transverse,,,FALSE,62.880992720303496,52.243731098036136,27.31454515545177,64.45238164522588,71.96922801442115,54.31431933333025,,,,,,1950,13.03194556567869,-11.302041287048805,6.210934574348637,15.59159505027673,6.67,1.7299042786298848,-20.072625345995483,23.532433903255253,38.48278746217817,35,11.168242306726402,65.79733261762995,3.482787462178173,73.48278746217818,6
14023_300A_1950__Base_Transverse,,,FALSE,62.766553320784546,47.22421432832273,12.879220084265825,26.959962170335572,71.85478861490219,49.29480256361685,,,,,,1950,22.18401464261596,14.563609036134368,3.9567726570014754,9.077691185758392,6.67,36.74762367875033,23.713159835990467,49.78208752151019,64.46235104419559,35,51.58313095992976,77.34157112846141,29.462351044195586,99.46235104419559,6
14024_300A_1954__Base_Transverse,,,FALSE,71.71302796303786,39.04400160701578,33.36501101400558,42.09664699721958,71.71302796303786,39.04400160701578,,,,,,1950,19.390350877192944,8.381578947368359,22.860429612640385,34.897281171298474,10,27.771929824561305,-29.985780959377554,85.52964060850016,74.55296319243377,35,41.18795217842818,107.91797420643934,39.552963192433765,109.55296319243377,6
14025_300B_1957__Base_Transverse,,,FALSE,54.18251087926943,22.882583803690967,9.652128252182614,15.529421699314582,54.18251087926943,22.882583803690967,,,,,,1950,15.67267944381811,7.678692220969547,4.016108159141058,7.579103584661222,10,23.351371664787656,11.756159920985375,34.94658340858994,67.07797177583392,35,57.4258435236513,76.73010002801652,32.077971775833916,102.07797177583392,6
14032_300A_1950__Base_Transverse,,,FALSE,55.772622393938995,39.90177110592147,8.697016839892395,21.7188692418093,62.590804212120815,41.416922621072985,,,,,,1950,30.66388888888891,22.730555555555558,6.653354620085819,17.973754389008985,7.5,53.39444444444447,28.76733543534966,78.02155345353927,43.160330554257015,35,34.46331371436462,51.857347394149414,8.160330554257015,78.16033055425702,6
14034_300A_2001__Base_Transverse,,,FALSE,42.093591607319915,39.47977284378968,4.134166530378392,38.15505467594921,42.093591607319915,39.47977284378968,,,,,,2000,134.62231759656657,10.620171673819844,2.5847260894755872,24.078652976800534,10,145.24248927038641,118.5791102041103,171.90586833666254,-384.00715332663907,35,-388.14131985701744,-379.8729867962607,-419.00715332663907,-349.00715332663907,6
